author_name,author_id,citations,paper_count,h_index,institution
filip radlinski,1803571,6778,75,34,
hamed zamani,2499986,3543,145,29,
mostafa dehghani,3226635,22046,103,34,
donald metzler,1680617,11063,146,46,
michael bendersky,1815447,3772,130,30,
jun rao,2142545243,35,6,3,
yibing zhan,1895813,715,85,14,
weifeng liu,2140409319,76,15,6,
shuhan qi,1679286,250,78,8,
fei wang,39586294,3971,442,31,
d. tao,143719920,81370,1247,143,
liang ding,46573238,860,76,16,
harrie oosterhuis,143624743,766,48,16,
thijs rood,2164703243,5,1,1,
bunyamin cetinkaya,2005391663,5,4,1,
jin huang,2143649323,582,10,6,
yuqi liu,2144468595,53,11,4,
jimmy j. lin,145580839,21776,499,76,
chengcheng hu,2118956992,9,6,1,
mohammad aliannejadi,2126243285,207,23,10,
m. dehghan,39966060,80,10,6,
nirmal roy,49217627,89,11,4,
david maxwell,2064174438,414,43,12,
c. hauff,2731925,3251,189,30,
quan gan,47594426,1594,25,10,
tianyu zhao,2153707438,20,8,3,
zhenyi wang,2108306179,40,10,3,
fengqi liang,2155272939,11,2,1,
huan zhao,2153033246,223,24,9,
yibo li,2155425867,11,5,1,
xiao wang,2144550968,94,11,5,
sean macavaney,22214396,1579,70,19,
i. ounis,1698205,11600,427,53,
c. macdonald,145434248,9638,349,48,
luping wang,2446856,727,69,11,
chengjun mao,2148654706,10,7,1,
jing zhang,2155700131,218,15,7,
xiaofeng pan,47419996,92,16,3,
keren yu,2149446153,17,5,2,
hong wen,2075349262,320,27,8,
bo cao,2151197199,10,7,1,
ming li,2150653116,51,12,4,
ruifeng xu,1753529,6462,413,39,
libo qin,49169076,65,13,4,
chuang fan,20964758,227,12,6,
yue zhang,39939186,6783,948,34,
daoxing liu,51256475,75,7,3,
guoren wang,8349792,4891,541,30,
z. wen,1788122,911,62,16,
chen chen,2127379396,696,37,18,
ye yuan,14886336,1518,167,18,
qin yuan,2175278171,0,2,0,
he wang,2149698624,17,6,3,
bin wang,2152592765,8,4,2,
fangxin liu,1491233985,139,36,7,
haomin li,2175308572,5,3,1,
li jiang,2148655643,63,26,4,
hangyu wang,2113290993,2,4,1,
lei zhang,2152829895,7,10,2,
yanhua huang,2145435155,39,9,4,
ruiwen xu,2153549892,25,7,3,
yiyun miao,2175278179,2,1,1,
xia hu,2148950326,149,25,6,
fei wang,2148956204,98,15,6,
kaixiong zhou,3364022,746,47,14,
kwei-herng lai,51238382,487,23,11,
huiyuan chen,1504511015,164,27,6,
hao yang,2145058012,121,30,6,
bo wu,114822447,3026,383,18,
yuhui guo,2124920316,10,19,2,
xiangping zheng,15929872,119,39,5,
xuan zhang,2108233132,70,12,3,
xun liang,2116266409,17,33,2,
fan zhang,2153304968,187,21,7,
nuo chen,119895609,488,86,12,
t. sakai,1725544,4567,312,34,
xiang chen,2143735911,532,18,11,
lei li,46255707,7865,1333,37,
guohao cai,24140498,670,18,7,
xiuqiang he,1996703,5112,159,32,
quanyu dai,29969336,706,42,13,
yuncong li,50024676,64,14,4,
shengtao zhong,1510763629,21,8,3,
fang wang,7572514,20920,2393,66,
antonios minas krasakis,119807484,50,4,3,
andrew yates,144115896,2605,77,23,
e. kanoulas,1713134,4058,198,33,
i. kumar,2175277508,4,3,2,
yingxue zhang,2135319291,90,28,6,
yaochen hu,2911895,295,18,8,
qian yu,2116046500,25,4,2,
ruoran huang,51254553,94,15,5,
y. li,152998583,7,8,1,
chaosheng fan,2112735645,11,6,2,
yang he,2152964632,5,3,1,
zhangang lin,2146396439,35,22,3,
zhiwei fang,49597404,3625,21,6,
changping peng,1949218014,41,22,4,
jingping shao,2118926502,36,21,3,
xiaoxiao xu,2112435159,79,15,3,
enhong chen,9210409,44,13,4,
hao wang,2144221497,19,9,2,
jianhui ma,49304852,213,28,9,
hongke zhao,2869628,1190,75,19,
likang wu,12892739,97,16,5,
min yang,2144399230,110,17,7,
shen li,2153700377,7,3,1,
xiaoyan zhao,2111230693,21,10,3,
fajie yuan,2612614,1265,53,16,
yang sun,2151881988,80,10,4,
n. tonellotto,2783910,1845,131,21,
torsten suel,1691664,7096,157,43,
antonio mallia,39662889,344,19,9,
rodrygo l. t. santos,2115675398,13,8,3,
rennan c. lima,2175414748,1,2,1,
huai chen,153924263,315,28,8,
pan pan,2143295297,18,5,2,
yu liu,11322600,107,14,5,
lisheng wang,40367852,785,86,15,
di chen,2202464939,73,4,4,
lianghua huang,2109047017,1162,24,9,
bin wang,2152592977,124,21,6,
chih-ming chen,2145744847,22,6,3,
chuan-ju wang,152744928,160,25,6,
hsien-hao chen,2115401239,2,4,1,
shih-yang liu,2175276094,2,5,1,
ming-feng tsai,1793168,3378,87,21,
guoshuai zhao,2905509,1006,51,17,
xuanzhi zheng,2156371353,11,2,2,
li zhu,2144059167,180,19,7,
xueming qian,6468417,4292,209,36,
lina yao,2106357243,87,24,4,
zesheng ye,2158121071,19,7,2,
zhiwen yu,2256618,8940,555,45,
jing du,2111147278,19,5,2,
bin guo,145066132,7789,406,42,
chao yu,2110963506,10,3,2,
yi shen,2115382769,150,8,5,
yue mao,2035547139,146,5,5,
min yang,2144399430,47,23,4,
lei zhang,2152829487,142,8,4,
chengming li,2145534529,197,34,9,
liangbo he,2112480319,168,16,4,
qin chen,2152518131,197,18,5,
qinchun bai,2167150654,3,1,1,
jie zhou,145558445,378,35,7,
qi zhang,1731122,11,17,2,
kaiming shen,1728905,1537,52,12,
sicong xie,51299719,28,7,2,
qunwei li,1491130175,30,15,4,
shaohu chen,2175298167,15,4,2,
leon wenliang zhong,2243832,723,20,10,
weidi xu,1930234,504,43,10,
s. yu,150311558,343,22,11,
zhiyuan liu,2109232579,415,24,7,
chenyan xiong,144628574,4564,93,34,
xiaomeng hu,2164187602,10,2,2,
zhenghao liu,49047064,1146,30,13,
geoffrey x. yu,1879582404,154,9,6,
patrik dokoupil,1581831194,11,10,2,
ladislav peška,1928103,542,92,12,
jianhui liang,1846255697,46,8,4,
xiaochen li,2145438037,12,7,2,
xialong liu,2163569041,3,3,1,
rui zhong,2163449998,2,1,1,
guilherme ramos,2057748867,98,14,5,
hansi zeng,2029235362,42,7,4,
yongli ren,7800596,629,65,16,
chenglong ma,2148662613,14,7,2,
ehsan kamalloo,2023642,265,20,7,
mostafa yadegari,32522763,3,2,1,
davood rafiei,2144238,1871,73,16,
chen gao,49281242,1461,75,20,
hengliang luo,2889630,358,24,8,
yinfeng li,2129445960,96,8,5,
depeng jin,49953590,10947,459,51,
yong li,2154403926,514,41,8,
yawen zeng,1993664989,152,21,6,
chengqian gao,2152644271,6,4,1,
ke xu,2152484867,9,4,1,
quanlian liu,1390542627,40,6,3,
rong chen,2175457240,2,1,1,
jian xu,2117049789,113,23,5,
pengyang li,2000867558,26,5,3,
bo zheng,2093245720,155,33,7,
mohammad aliannejadi,3390352,1190,65,18,
clemencia siro,2056776870,581,7,3,
ling chen,2119322767,3045,123,26,
quan li,2108647654,50,6,2,
yanhua yang,80558539,565,26,11,
muli yang,66871903,324,15,9,
yuehua zhu,2109529901,57,4,3,
bo huang,2175348587,6,2,2,
shaohua jiang,2119329074,218,7,2,
jing ma,2157405959,137,17,6,
yushun dong,123918726,289,23,10,
n. foutz,3070020,485,39,11,
zhengxiong huang,150356758,13,7,1,
jundong li,1737121128,742,66,16,
r. rezapour,3342374,240,32,9,
i. soboroff,144526707,6904,162,41,
rosie jones,2154350347,40,11,2,
s. reddy,5022028,509,31,13,
xiaotong zhang,2108015607,254,30,10,
han liu,48447230,321,25,6,
xianchao zhang,47957847,1636,133,22,
siyang zhao,2154844276,10,5,2,
ju sun,144706338,4904,52,16,
hong yu,144722194,2105,118,23,
feng zhang,2158119086,16,7,2,
menglin yang,2111077098,278,32,9,
bisheng li,2162903099,11,3,2,
zengfeng huang,2109583192,222,20,6,
min zhou,2152175543,105,16,5,
shengzhong zhang,2145522606,66,7,5,
miriam farber,2056901323,3,2,1,
lital kuchy,1617901165,31,5,2,
avihai mejer,1723339,169,13,7,
linhan luo,2114165337,5,1,1,
xiaofeng zhang,2144524914,275,37,8,
xinni zhang,2108028945,21,7,3,
liqi yang,1807515777,19,8,3,
bin liang,144691693,484,37,10,
qinglin zhu,50736325,94,21,5,
lanjun zhou,2204295,262,24,7,
jingyi sun,2165326090,7,2,2,
jiachen du,2186356,1039,52,17,
chenwei lou,2118894569,49,4,4,
huan zhao,46430770,1862,65,16,
jun gao,1741104,224,16,8,
changlong yu,49778308,211,18,8,
weiwei tu,2149413823,22,7,3,
wei wang,145200778,3834,713,28,
qihang zhao,2110483969,126,19,7,
aoying zhou,145031580,7383,603,38,
tingting liu,2166862797,13,5,1,
cen chen,2447610,368,33,10,
chengyu wang,50097294,448,48,11,
ming gao,46572901,925,61,16,
yuchen guo,34811036,3439,110,26,
mingming gong,29393235,5217,132,30,
guangzheng hu,30554416,104,7,3,
philip h. s. torr,143635540,51024,451,97,
menghan wang,2145360817,407,17,6,
zhen zhao,2152619375,40,5,2,
yuming shen,144820063,638,61,9,
aldo lipani,2121294485,203,30,9,
to eun kim,2175557537,18,4,2,
jianwei cui,3061725,869,123,15,
quan tu,2071635049,45,7,3,
yanran li,3305402,2056,26,11,
bin wang,2152593593,135,23,8,
rui yan,2055863468,58,8,4,
fuzhen zhuang,2162961864,98,34,5,
juan cao,144089410,3412,106,25,
danding wang,37292975,1136,19,6,
qiang sheng,46630548,339,21,9,
fan yang,2158028618,36,9,3,
houfeng wang,1781885,4720,162,32,
jiansong chen,2115522794,75,18,6,
yuchen li,1656856781,6,2,1,
jinxiong xia,2175278527,9,3,2,
cao liu,2155522220,32,9,4,
guanglu wan,1478596124,71,20,5,
georgios sidiropoulos,144396165,9045,65,23,
shoham sabach,3218963,3503,58,23,
fiana raiber,2625830,438,35,12,
egor markovskiy,2175274124,0,1,0,
s. datta,52511273,76,14,6,
debasis ganguly,1698027,1284,139,16,
derek greene,50418148,239,18,6,
b. koopman,1783566,1667,105,24,
ahmed mourad,143832672,376,19,8,
liangzhu ge,1393946005,18,8,2,
wei wang,2158624366,64,11,5,
jingqiao zhang,2108957102,19,6,2,
cheng yang,2154169929,17,11,2,
weizhi wang,2108438929,76,11,6,
weihua luo,48244817,334,26,10,
zhirui zhang,4947404,1301,36,17,
boxing chen,2152687324,422,42,11,
junliang guo,2117224175,82,6,4,
xiping hu,1718919,4679,164,35,
b. hu,144010725,9653,804,46,
jing xiong,2175277130,5,7,1,
bing qin,152277111,10984,244,40,
yi chen,2165302640,27,7,3,
rui wang,2151036536,19,7,2,
zhiyuan wen,6581777,2482,64,15,
qianlong wang,2116713003,816,50,14,
ping li,2109069235,381,39,10,
tan yu,96668091,772,45,13,
hongliang fei,2940124,709,52,16,
jiangui chen,2108313363,45,9,3,
yufei tang,2119309167,304,31,10,
jiadi han,2175568294,10,2,2,
qian tao,2053299318,46,15,4,
yuhan xia,2111274759,115,15,5,
hao wang,48016595,37344,2729,88,
wei huang,145909469,215,19,5,
runlong yu,51508019,152,19,8,
min hou,2056835691,396,11,6,
yuren zhang,2136583470,78,4,2,
binbin hu,145743766,1848,49,13,
zhiqiang zhang,2118678286,491,14,7,
yupeng hou,151472453,711,20,10,
jiong zhang,2138799241,129,10,4,
cho-jui hsieh,1793529,28355,308,69,
jyun-yu jiang,3165179,758,59,14,
wei-cheng chang,1702500,2964,37,18,
hsiang-fu yu,46185316,3847,117,25,
james thorne,2053211210,616,21,10,
a. halevy,1770962,36594,343,94,
f. silvestri,144925193,5073,189,41,
artsiom sauchuk,2175275805,3,1,1,
s. clinchant,2207074,1537,89,22,
carlos lassance,2131640257,105,18,5,
steffen staab,2067038375,63,40,5,
anastasiia iurshina,1704289222,24,6,2,
rafika boutalbi,92280450,25,9,4,
m. nadif,1744699,2111,161,26,
mira ait-saada,2076239433,7,7,2,
maroua maachou,2145158743,9,2,2,
joohee park,2116651720,26,5,3,
kijung shin,40553270,1710,98,22,
seungwoo lee,2162382349,5,1,1,
h. hwang,2147347903,7,3,1,
chanyoung park,2109120259,1515,59,16,
tengfei yuan,2057820003,19,3,1,
zhao-yan li,2008235577,1,5,1,
fuyu lv,2131196148,65,10,4,
jiazhen lou,2175027757,0,2,0,
junseok lee,2108518197,81,9,3,
dongmin hyun,108148310,149,21,7,
yeonjun in,2161339914,4,3,1,
namkyeong lee,2153998505,19,10,3,
yunhak oh,2161343128,4,2,1,
lei chen,2146071137,96,13,5,
jingtao ding,2470644,492,41,9,
chonggang song,2987596,332,10,7,
lingling yi,2111841396,204,14,5,
s. orlando,38477686,4412,247,36,
alberto veneri,1420043048,23,8,3,
f. m. nardini,2763561,1509,128,21,
c. lucchese,1730904,3474,169,31,
r. perego,46188036,4901,260,38,
pranav ajit nair,83623712,17,6,2,
debayan banerjee,35635012,271,14,4,
jivat neet kaur,2084554148,34,6,3,
chris biemann,66911936,121,50,6,
ricardo usbeck,2370666,2009,95,21,
jian xu,2110980278,8,10,2,
xinru liao,2152086169,21,3,2,
bin ma,2084599687,23,11,3,
min cheng,2072996228,8,3,2,
yujie chen,2109331372,27,9,2,
haotian wu,2149253205,5,7,1,
weijiang qiu,31126721,34,21,3,
haoyuan hu,14724015,290,50,8,
dandan zhang,2145909113,7,5,1,
guanqi zeng,11465465,23,4,1,
yao yang,2175456414,1,2,1,
fangquan lin,2113698750,17,12,3,
jihai zhang,2154499886,35,13,4,
cheng yang,3443627,7377,446,32,
wei jiang,30401303,19122,1364,65,
katsuhiko hayashi,2087025575,18,16,2,
xingxing wang,2144802333,3564,9,7,
dong wang,2152687987,771,37,9,
xiaowen shi,2119205048,48,10,3,
chuheng zhang,144114271,143,24,6,
yongkang wang,2108836630,21,15,4,
zehua wang,2108725730,183,17,7,
guogang liao,2161243609,11,6,2,
xiaoxu wu,2107938276,178,22,8,
kunqing xie,38388863,2928,112,21,
xu chen,2118183722,98,10,4,
changshan li,71690122,22,6,3,
qiu qiu,2166051955,3,1,1,
prashansa gupta,103545380,50,6,3,
jun wu,2155208092,55,7,3,
q. liu,48873756,3180,54,18,
liang wang,1693997,26959,1248,82,
shu wu,50425438,5967,122,32,
jun lei,2110714221,37,10,4,
yifang qin,2420154,37,12,4,
fang sun,2175279618,14,2,2,
ke hu,2055736719,66,9,5,
ming zhang,2145177446,23,5,2,
jia cheng,2112799282,37,12,4,
xuyang hou,2112801811,27,11,3,
yifan wang,2115568639,446,21,5,
jie zou,150167832,403,24,10,
cheng long,2166202391,32,5,3,
yuetong wang,2141320609,5,1,1,
ronak pradeep,1816753042,807,25,10,
jimmy lin,2154743364,224,54,8,
yilin li,2162396776,32,3,3,
xin chen,89507637,125,15,7,
shi qiu,2146345714,2168,13,8,
qingtao tang,34156181,172,22,8,
yue xu,40616905,338,32,9,
hongbo deng,2642895,2463,90,26,
qingqing long,50059334,225,12,7,
xiang zhang,2175316040,8,5,2,
kaiyi lin,2175321109,0,1,0,
pengjie wang,2145012431,101,9,6,
feng li,2160936347,11,2,1,
éric gaussier,1732180,8254,177,34,
minghang li,50652109,2161,58,21,
thibault formal,1630412772,305,14,5,
benjamin piwowarski,1703777,2892,115,29,
vincent claveau,2026156269,12,9,1,
sylvain lamprier,2066075106,11,17,2,
thomas scialom,90745780,1497,27,14,
ewa kijak,2056300199,54,20,4,
antoine chaffin,2129106958,1342,11,4,
jacopo staiano,1767493,2392,57,25,
liangyue li,2145728192,38,13,3,
wanjie tao,2146982445,61,10,3,
zulong chen,8157135,108,21,5,
chen chen,2141810017,13,3,2,
jamie callan,144987107,18712,331,75,
luyu gao,49715441,1143,27,15,
yisong yu,2165680503,3,5,1,
beihong jin,145982322,1436,166,19,
wei zhuo,2070259448,62,21,3,
beibei li,2109133840,14,14,2,
y. zheng,153697517,7304,662,33,
jiageng song,2112626896,9,6,2,
yongfeng huang,1731776,6384,277,43,
hugo abonizio,1394470211,111,9,5,
rodrigo nogueira,143744603,3907,79,26,
l. bonifacio,2003019597,158,11,6,
marzieh fadaee,2818759,586,13,9,
benno stein,1405867539,1936,114,21,
alexander bondarenko,143856141,385,37,11,
yamen ajjour,22312473,504,17,9,
pavel braslavski,2319913,567,75,13,
shuang tang,2175359567,1,3,1,
fangyuan luo,2072689595,44,13,5,
jun wu,152327358,233,36,7,
diogo gonçalves,152924039,50,14,5,
v. q. marinho,3422351,182,13,8,
a. magalhães,2058182347,28,8,4,
joão sá,2060558664,9,2,2,
tiago lacerda,2175277115,5,2,1,
zixuan yi,30678834,36,9,3,
xi wang,102872728,82,20,5,
c. faloutsos,1702392,82884,922,131,
g. karypis,50877490,64568,593,94,
soo-min pantel,74366356,13,4,3,
jin li,2133302300,92,8,4,
jiacheng li,97483167,1005,17,6,
tong zhao,2088210968,919,22,10,
jim chan,2151246824,41,5,3,
le yan,2110134250,113,12,5,
zhen qin,2099586642,222,24,8,
xuanhui wang,1526973500,4886,105,33,
marc najork,1398342639,222,32,9,
honglei zhuang,2120346758,81,16,6,
shrestha ghosh,2135976772,57,18,4,
s. razniewski,2066327465,70,28,5,
l. soulier,145159652,646,67,13,
pierre erbacher,2068332934,5,3,2,
ludovic denoyer,8905591,6605,138,30,
ria van hecke,89122380,7,3,1,
ismail sengör altingövde,1757482,1233,81,20,
e. herrera-viedma,1397996912,45834,895,107,
svea klaus,2038115815,7,3,1,
kaweh djafari naini,2683748,114,15,7,
juan bernabé-moreno,1398111871,441,37,10,
r. jagerman,1886219,283,26,9,
siwei liu,2108636639,101,14,4,
p. agarwal,145968147,7,3,2,
manish srivastava,2143366474,2,4,1,
vishwakarma singh,89036271,167,18,7,
charles r. rosenberg,153516922,450,19,9,
ping li,2109069020,114,14,7,
zhang yue,2068672047,57,5,2,
sailaja rajanala,35635426,39,12,3,
koksheik wong,1713159,2635,189,26,
arghya pal,2057979953,166,24,6,
manish singh,2135854055,5,4,1,
r. phan,2105128532,24,24,3,
md arafat sultan,2937809,701,36,10,
avirup sil,2707234,1280,64,20,
heng ji,2113323573,2610,113,27,
m. franz,39038065,1413,52,20,
r. reddy,2113583612,59,10,3,
daniel m. benjamin,2052360522,117,11,6,
kexuan sun,35329068,114,16,6,
j. pujara,2634786,1380,107,18,
a. salinas,2071206993,27,6,1,
kristina lerman,2073018730,199,55,6,
dong-ho lee,73037511,736,22,7,
zhiqiang qiu,2175275027,0,1,0,
fred morstatter,2775559,7176,121,28,
yuzhong huang,35633657,310,19,6,
xiang ren,2149473952,6,3,1,
fangyuan han,2064565097,15,4,1,
jiqun liu,2108965174,257,44,9,
xi niu,115619624,273,27,8,
xiangchen wu,2107978346,207,9,4,
r. rahman,147958497,13,2,1,
negar arabzadeh,81447039,177,38,8,
morteza zihayat,2135809026,32,20,4,
a. bigdeli,2073050239,58,20,4,
shirin seyedsalehi,1388719250,36,11,4,
e. bagheri,145632843,6322,286,28,
youngwoo kim,119864658,43,11,4,
shuai wang,2146514461,115,9,6,
xueguang ma,2461713,731,25,13,
konstantinos theocharidis,22252594,22,6,2,
spiros skiadopoulos,1688897,3499,109,27,
panagiotis karras,1731655,3162,122,26,
manolis terrovitis,2454554,2029,58,19,
suraj nair,143913642,257,21,6,
ramraj chandradevan,95577348,84,7,5,
eugene yang,153564640,483,30,8,
douglas w. oard,1737250,8399,404,49,
rebecca iglesias-flores,2101321411,8,2,1,
shujie li,2116573776,26,6,3,
dake zhang,2160876279,8,4,2,
mustafa abualsaud,3017884,227,19,7,
m. d. smucker,1689089,3301,104,25,
amir vakili tahami,2175276527,4,1,1,
eugene agichtein,1685296,11342,204,47,
m. yarmohammadi,36491882,544,23,8,
tianshu shen,2118920433,24,5,3,
zheda mai,1810897333,417,15,6,
mohamed reda bouadjenek,3080469,453,51,12,
isaac waller,89922735,116,6,4,
zhaolin gao,2116493074,64,5,4,
ashton anderson,32071555,2996,56,20,
ron bodkin,2261058,64,8,4,
s. sanner,1732536,5396,249,37,
george zerveas,30647302,768,15,6,
yi fang,2112786578,14,11,2,
yuan wang,2156167137,15,7,2,
zhiqiang tao,6018169,1510,54,20,
melika p. ebrahim,2175276447,1,1,1,
oleg zendel,151163604,75,9,4,
j. culpepper,144159418,2259,144,28,
jia li,2118372080,374,20,9,
caiming xiong,2054594326,2966,93,22,
yong-guang chen,2109292621,152,8,4,
jiayin zheng,2048017742,9,4,2,
yanlong wen,2311315,105,44,5,
juanyun mai,2046903483,14,6,2,
chao zhang,2152737229,27,14,4,
tong xu,50383766,3229,394,31,
hao chen,2149052489,157,17,7,
yishi lin,3213833,194,18,8,
xiao huang,2155093323,33,5,2,
zefan wang,2108727191,77,11,3,
peng he,2112514340,69,6,3,
yue xu,2143570786,83,13,4,
feiran huang,1939569,843,68,17,
zhoujun li,2144279706,91,31,6,
carsten eickhoff,30044743,469,33,8,
l. mercurio,5890982,424,30,11,
navid rekabsaz,2844293,595,62,14,
kevin du,2175276831,0,3,0,
daniel cohen,144011619,307,24,10,
xun wang,2115535572,569,18,9,
xiao liang,2161389018,3,2,1,
xuanping li,2144461833,86,2,2,
mingyu zhang,1846073400,50,6,3,
qi-en xiao,2150101318,9,2,2,
fangyu liu,144097210,1135,48,19,
bingqing ke,3458073,28,4,2,
asif ekbal,1734904,6976,498,41,
dushyant singh chauhan,145036777,405,21,9,
youngjoong ko,37991450,1522,141,20,
choongwon park,2175349400,3,1,1,
ying du,2167087557,6,1,1,
yi ren,2148378238,13,6,3,
shenzheng zhang,2167039403,7,3,1,
xunming zhao,2145743561,9,5,2,
nian wang,2167044593,6,1,1,
xin lin,2143611803,60,11,3,
ruixin li,2150926687,1,2,1,
enhong chen,2173129111,162,98,7,
le dai,2175275233,2,5,1,
yu yin,2109472888,719,24,13,
chenxing wang,115877474,78,16,5,
haiyong luo,34288367,1461,136,21,
fang zhao,49372796,1182,120,20,
yanjun qin,145911036,112,21,6,
yuchen fang,10283826,416,36,7,
lihong wang,2108740151,1783,70,18,
z. wang,11032852,2948,669,26,
cheng ji,2052296239,269,14,7,
peng-xiang hao,94860883,216,19,8,
qianren mao,67081502,75,16,3,
j. liu,40478976,9019,1052,37,
hongdong zhu,2149670456,7,4,2,
jianxin li,47785906,1771,164,23,
weiyao ye,2175279852,7,1,1,
yewang chen,50579896,767,42,13,
guipeng xv,2118935955,20,6,2,
jinsong su,34739384,2860,182,29,
hui li,2155493018,78,14,5,
chen lin,144724978,45,12,4,
taehun huh,2175274593,2,2,1,
xuanhua yang,2165773558,10,6,3,
shaoguo liu,2120051234,41,15,3,
liang wang,2144695316,40,11,4,
penghui wei,2118898981,48,14,3,
bo zheng,145646411,811,84,11,
youngrok ko,121683399,10,4,2,
jinseok seol,24074715,101,11,6,
sang-goo lee,73124469,369,41,9,
ruijie hou,2073313741,44,16,5,
liang wang,2144691567,19,11,2,
jinquan liu,2125714806,8,4,2,
weimin zhang,2142977396,27,4,3,
anindya sundar das,2148364360,14,5,3,
vaibhav gakhreja,2175278915,6,1,1,
tulika saha,52219377,262,34,10,
souhitya chakraborty,2175280949,8,2,2,
qing he,144131273,3400,58,13,
yiqing wu,2115290068,57,7,3,
leyu lin,4950224,1190,66,21,
xu zhang,2115462783,332,17,11,
ji zhang,2116921824,504,42,11,
yin zhang,46867455,1065,71,16,
xingjiao gao,10822663,197,6,3,
zhi li,2118214640,1,4,1,
a. ganapathiraju,1782807,1901,45,15,
esaú villatoro-tello,1398324221,621,67,14,
p. motlícek,2745667,8111,223,26,
s. madikeri,1695512,492,60,13,
a. ivanov,2117701587,319,35,8,
minh le nguyen,1789308,2719,227,22,
ye xiong,2175445564,0,1,0,
teeradaj racharak,1452350669,11,18,2,
haoxin liu,2143856875,70,9,4,
y. zheng,118961885,416,12,6,
guanyu lin,9277993,259,17,7,
zhiheng li,3580276,2218,155,23,
jie yang,1688428,25035,1834,75,
kaidong feng,3113791,80,23,6,
zhu sun,35040403,856,44,14,
xinghua qu,40507824,202,29,7,
hui fang,2113485941,24,5,2,
y. ong,8748397,2445,95,23,
liangcai su,1571162112,70,10,5,
xi xiao,2153019995,232,8,6,
ronglin ma,2165650825,31,2,2,
jinyang liu,2108510525,534,34,9,
yefan huang,1597328852,5,6,2,
fei liu,2118168316,17,4,2,
guofeng huang,2150072524,26,5,3,
xiaoli wang,2145746253,440,38,9,
bhaskar mitra,116506812,5307,64,28,
jimmy lin,2154743374,19,8,3,
daniel fernando campos,144081089,2865,48,15,
emine yilmaz,49724730,5115,189,35,
m. tomlein,1954148,117,16,7,
m. bieliková,1726847,3606,361,28,
róbert móro,144535025,325,47,9,
jakub simko,3165716,341,52,10,
branislav pecher,2051747952,55,8,4,
elena stefancova,51238270,54,7,4,
ivan srba,2129782,577,39,12,
idan szpektor,1711977,3001,74,28,
itay harel,40219051,34,7,2,
hagai taitelbaum,51258885,81,9,3,
qiaosheng chen,2175564836,0,2,0,
tengteng lin,2143540684,15,5,2,
a. soylu,153750193,1852,141,22,
ruoqi zhao,2175350840,0,4,0,
yu gu,2022231256,158,15,6,
basil ell,3353313,348,35,7,
gong cheng,2153217431,98,9,7,
xiaxia wang,1524736195,63,10,5,
qing shi,2175279532,0,2,0,
e. kharlamov,1697928,3572,203,31,
jiahuan pei,7616787,83,11,6,
xin xin,2054666716,20,7,2,
guojun yan,2146975074,8,2,2,
ben gamari,2175275389,3,2,1,
connor lennox,1922252929,22,5,3,
sumanta kashyapi,118809131,16,10,3,
laura dietz,1793669116,35,15,3,
p. oza,80199733,37,5,2,
carlos gemmell,1796270950,24,10,3,
jeffrey dalton,145269114,1866,67,15,
paul owoicho,2105439683,30,11,4,
iain mackie,145052856,39,14,3,
sophie fischer,2164704207,18,7,2,
mehdi naseriparsa,2149932639,17,6,3,
ting li,2118549469,13,5,2,
zhehuan zhao,3009486,766,34,13,
junzhe zheng,2175310160,9,2,2,
feng xia,2143632907,29,10,3,
m. yoshikawa,1740865,5331,371,31,
jiexin wang,46583614,50,11,4,
a. jatowt,1774986,3765,336,27,
hoang h. nguyen,48832834,56,19,3,
dmytro bozhkov,2175276648,3,3,1,
nhat-minh nguyen,2175349384,13,4,2,
z. ahmadi,1564579160,40,7,4,
thanh-nam doan,32214450,133,22,7,
kuan-sheng zou,3271753,13,4,2,
guanjun jiang,2084534507,9,3,2,
rui guo,2114009505,10,3,2,
qiong gao,2117205083,26,3,3,
dingkun long,8427191,128,15,5,
jianfeng xu,2146054545,17,3,3,
p. yang,2107356451,21,4,2,
guangwei xu,2149131512,485,23,12,
pengjun xie,35930962,857,54,15,
luxi xing,30967877,195,34,7,
daria alexander,2077517715,16,3,2,
wojciech kusa,50320098,570,17,4,
timo breuer,1491609376,83,19,6,
jüri keller,2149598395,7,6,2,
philipp schaer,34588911,681,90,14,
trond linjordet,2066558858,188,9,4,
domenico dato,2081723669,104,7,3,
longquan jiang,1697318,63,7,5,
olivier ferret,1679133,1568,222,22,
hervé le borgne,1630430305,75,7,2,
constantin orasan,1786218,2068,144,27,
r. mitkov,1746371,4496,219,34,
spencer jones,2164065195,2,1,1,
tharindu ranasinghe,134805041,988,56,16,
a. plum,136939562,28,10,3,
maik fröbe,1490763899,339,33,11,
jan heinrich reimer,2057734045,24,8,2,
michael völske,2605675,495,40,12,
matthias hagen,145072133,3587,174,29,
dan saattrup nielsen,2056898458,34,8,3,
ryan mcconville,2095560,556,51,12,
soham poddar,1388367454,71,8,5,
azlaan mustafa samad,2163948982,12,4,3,
rajdeep mukherjee,2182282,91,14,6,
niloy ganguly,4213990,6715,381,39,
saptarshi ghosh,143841814,3390,125,31,
javier sanz-cruzado,1403723276,96,10,5,
carlos mito,2175276769,5,4,1,
leonardo rocha,2056618431,42,20,3,
thiago silva,2147111052,25,6,2,
heitor werneck,15194967,594,19,7,
a. pereira,38964525,1406,129,17,
n. silva,20530230,119,31,5,
justin clark,2115419888,938,14,7,
johanne r. trippas,2528063,759,44,14,
